concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator
Validar solicitud,start,677,2016-04-19 01:33:41+00:00,Validar solicitud,677,111264,Variant 28,28,Fluxicon Disco
Validar solicitud,complete,677,2016-04-19 02:17:35+00:00,Validar solicitud,677,111264,Variant 28,28,Fluxicon Disco
Homologacion por grupo de cursos,start,3445,2016-04-26 19:28:29+00:00,Homologacion por grupo de cursos,3445,111264,Variant 28,28,Fluxicon Disco
Revisar curso,start,677,2016-04-26 19:28:29+00:00,Revisar curso,677,111264,Variant 28,28,Fluxicon Disco
Revisar curso,complete,677,2016-04-26 19:28:29+00:00,Revisar curso,677,111264,Variant 28,28,Fluxicon Disco
Evaluacion curso,start,677,2016-04-26 19:29:27+00:00,Evaluacion curso,677,111264,Variant 28,28,Fluxicon Disco
Evaluacion curso,complete,677,2016-04-26 21:20:35+00:00,Evaluacion curso,677,111264,Variant 28,28,Fluxicon Disco
Homologacion por grupo de cursos,complete,3445,2016-04-26 21:28:09+00:00,Homologacion por grupo de cursos,3445,111264,Variant 28,28,Fluxicon Disco
Validacion final,start,677,2016-05-17 18:37:28+00:00,Validacion final,677,111264,Variant 28,28,Fluxicon Disco
Validacion final,complete,677,2016-05-17 18:37:28+00:00,Validacion final,677,111264,Variant 28,28,Fluxicon Disco
Visto Bueno Cierre Proceso,start,3445,2016-05-17 18:38:24+00:00,Visto Bueno Cierre Proceso,3445,111264,Variant 28,28,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,3445,2016-05-17 18:46:54+00:00,Visto Bueno Cierre Proceso,3445,111264,Variant 28,28,Fluxicon Disco
Transferir Creditos,start,3445,2016-05-18 19:09:06+00:00,Transferir Creditos,3445,111264,Variant 28,28,Fluxicon Disco
Transferir Creditos,complete,3445,2016-05-18 19:09:06+00:00,Transferir Creditos,3445,111264,Variant 28,28,Fluxicon Disco
Transferir creditos homologables,start,3445,2016-05-18 19:09:07+00:00,Transferir creditos homologables,3445,111264,Variant 28,28,Fluxicon Disco
Transferir creditos homologables,complete,3445,2016-05-18 19:09:07+00:00,Transferir creditos homologables,3445,111264,Variant 28,28,Fluxicon Disco
Transferir creditos homologables,start,3445,2016-05-18 19:09:07+00:00,Transferir creditos homologables,3445,111264,Variant 28,28,Fluxicon Disco
Transferir creditos homologables,complete,3445,2016-05-18 19:09:07+00:00,Transferir creditos homologables,3445,111264,Variant 28,28,Fluxicon Disco
Transferir creditos homologables,start,3445,2016-05-18 19:09:07+00:00,Transferir creditos homologables,3445,111264,Variant 28,28,Fluxicon Disco
Transferir creditos homologables,complete,3445,2016-05-18 19:09:07+00:00,Transferir creditos homologables,3445,111264,Variant 28,28,Fluxicon Disco
Traer informacion estudiante - banner,start,7144,2016-04-18 23:18:27+00:00,Traer informacion estudiante - banner,7144,111314,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,7144,2016-04-18 23:18:27+00:00,Traer informacion estudiante - banner,7144,111314,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,7144,2016-04-18 23:18:31+00:00,Radicar Solicitud Homologacion,7144,111314,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,7144,2016-04-18 23:18:36+00:00,Radicar Solicitud Homologacion,7144,111314,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,19019,2016-04-18 23:23:45+00:00,Cancelar Solicitud,19019,111314,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,19019,2016-04-18 23:30:21+00:00,Cancelar Solicitud,19019,111314,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,19019,2016-04-19 21:31:30+00:00,Notificacion estudiante cancelacion soli,19019,111314,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,19019,2016-04-19 21:31:30+00:00,Notificacion estudiante cancelacion soli,19019,111314,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,8532,2016-04-19 00:40:11+00:00,Traer informacion estudiante - banner,8532,111351,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,complete,8532,2016-04-19 00:40:11+00:00,Traer informacion estudiante - banner,8532,111351,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,start,8532,2016-04-19 00:40:17+00:00,Radicar Solicitud Homologacion,8532,111351,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,complete,8532,2016-04-19 00:57:36+00:00,Radicar Solicitud Homologacion,8532,111351,Variant 3,3,Fluxicon Disco
Validar solicitud,start,1707,2016-04-21 15:25:38+00:00,Validar solicitud,1707,111351,Variant 3,3,Fluxicon Disco
Validar solicitud,complete,1707,2016-04-21 15:53:15+00:00,Validar solicitud,1707,111351,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,start,15930,2016-04-26 19:37:44+00:00,Homologacion por grupo de cursos,15930,111351,Variant 3,3,Fluxicon Disco
Revisar curso,start,1707,2016-04-26 19:37:44+00:00,Revisar curso,1707,111351,Variant 3,3,Fluxicon Disco
Revisar curso,complete,1707,2016-04-26 20:07:05+00:00,Revisar curso,1707,111351,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,complete,15930,2016-04-26 23:26:06+00:00,Homologacion por grupo de cursos,15930,111351,Variant 3,3,Fluxicon Disco
Evaluacion curso,start,1707,2016-05-02 16:58:46+00:00,Evaluacion curso,1707,111351,Variant 3,3,Fluxicon Disco
Evaluacion curso,complete,1707,2016-05-02 20:02:16+00:00,Evaluacion curso,1707,111351,Variant 3,3,Fluxicon Disco
Validacion final,start,1707,2016-06-07 16:28:49+00:00,Validacion final,1707,111351,Variant 3,3,Fluxicon Disco
Validacion final,complete,1707,2016-06-07 16:28:50+00:00,Validacion final,1707,111351,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,start,15930,2016-06-07 16:29:54+00:00,Visto Bueno Cierre Proceso,15930,111351,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,15930,2016-06-07 16:45:24+00:00,Visto Bueno Cierre Proceso,15930,111351,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,start,4032,2016-04-19 03:30:37+00:00,Traer informacion estudiante - banner,4032,111401,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,4032,2016-04-19 03:30:37+00:00,Traer informacion estudiante - banner,4032,111401,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,4032,2016-04-19 03:30:41+00:00,Radicar Solicitud Homologacion,4032,111401,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,4032,2016-04-19 08:22:41+00:00,Radicar Solicitud Homologacion,4032,111401,Variant 2,2,Fluxicon Disco
Validar solicitud,start,29277,2016-06-13 20:02:18+00:00,Validar solicitud,29277,111401,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,29277,2016-06-13 20:02:18+00:00,Validar solicitud,29277,111401,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,1007,2016-06-13 20:03:50+00:00,Homologacion por grupo de cursos,1007,111401,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,1007,2016-06-13 20:27:50+00:00,Homologacion por grupo de cursos,1007,111401,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,4126,2016-04-19 15:13:19+00:00,Traer informacion estudiante - banner,4126,111453,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,complete,4126,2016-04-19 15:13:19+00:00,Traer informacion estudiante - banner,4126,111453,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,start,4126,2016-04-19 15:13:20+00:00,Radicar Solicitud Homologacion,4126,111453,Variant 3,3,Fluxicon Disco
Radicar Solicitud Homologacion,complete,4126,2016-04-19 15:13:20+00:00,Radicar Solicitud Homologacion,4126,111453,Variant 3,3,Fluxicon Disco
Validar solicitud,start,19019,2016-04-19 15:21:07+00:00,Validar solicitud,19019,111453,Variant 3,3,Fluxicon Disco
Validar solicitud,complete,19019,2016-04-19 15:25:07+00:00,Validar solicitud,19019,111453,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,start,1007,2016-04-19 21:33:08+00:00,Homologacion por grupo de cursos,1007,111453,Variant 3,3,Fluxicon Disco
Revisar curso,start,19019,2016-04-19 21:33:08+00:00,Revisar curso,19019,111453,Variant 3,3,Fluxicon Disco
Revisar curso,complete,19019,2016-04-19 21:33:08+00:00,Revisar curso,19019,111453,Variant 3,3,Fluxicon Disco
Homologacion por grupo de cursos,complete,1007,2016-04-19 21:35:19+00:00,Homologacion por grupo de cursos,1007,111453,Variant 3,3,Fluxicon Disco
Evaluacion curso,start,19019,2016-04-19 21:42:13+00:00,Evaluacion curso,19019,111453,Variant 3,3,Fluxicon Disco
Evaluacion curso,complete,19019,2016-04-19 21:42:13+00:00,Evaluacion curso,19019,111453,Variant 3,3,Fluxicon Disco
Validacion final,start,19019,2016-04-19 21:54:17+00:00,Validacion final,19019,111453,Variant 3,3,Fluxicon Disco
Validacion final,complete,19019,2016-04-19 21:54:17+00:00,Validacion final,19019,111453,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,start,1007,2016-04-19 21:56:03+00:00,Visto Bueno Cierre Proceso,1007,111453,Variant 3,3,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,1007,2016-04-19 21:58:14+00:00,Visto Bueno Cierre Proceso,1007,111453,Variant 3,3,Fluxicon Disco
Traer informacion estudiante - banner,start,4126,2016-04-19 15:22:13+00:00,Traer informacion estudiante - banner,4126,111454,Variant 35,35,Fluxicon Disco
Traer informacion estudiante - banner,complete,4126,2016-04-19 15:22:13+00:00,Traer informacion estudiante - banner,4126,111454,Variant 35,35,Fluxicon Disco
Radicar Solicitud Homologacion,start,4126,2016-04-19 15:22:14+00:00,Radicar Solicitud Homologacion,4126,111454,Variant 35,35,Fluxicon Disco
Radicar Solicitud Homologacion,complete,4126,2016-04-19 15:22:14+00:00,Radicar Solicitud Homologacion,4126,111454,Variant 35,35,Fluxicon Disco
Validar solicitud,start,19019,2016-04-19 15:31:51+00:00,Validar solicitud,19019,111454,Variant 35,35,Fluxicon Disco
Validar solicitud,complete,19019,2016-04-19 15:35:51+00:00,Validar solicitud,19019,111454,Variant 35,35,Fluxicon Disco
Homologacion por grupo de cursos,start,1007,2016-04-19 21:44:00+00:00,Homologacion por grupo de cursos,1007,111454,Variant 35,35,Fluxicon Disco
Revisar curso,start,19019,2016-04-19 21:44:00+00:00,Revisar curso,19019,111454,Variant 35,35,Fluxicon Disco
Revisar curso,complete,19019,2016-04-19 21:44:00+00:00,Revisar curso,19019,111454,Variant 35,35,Fluxicon Disco
Evaluacion curso,start,4067,2016-04-19 21:44:45+00:00,Evaluacion curso,4067,111454,Variant 35,35,Fluxicon Disco
Evaluacion curso,complete,4067,2016-04-19 21:58:08+00:00,Evaluacion curso,4067,111454,Variant 35,35,Fluxicon Disco
Homologacion por grupo de cursos,complete,1007,2016-04-19 23:58:28+00:00,Homologacion por grupo de cursos,1007,111454,Variant 35,35,Fluxicon Disco
Visto Bueno Cierre Proceso,start,1007,2016-04-21 15:30:37+00:00,Visto Bueno Cierre Proceso,1007,111454,Variant 35,35,Fluxicon Disco
Validacion final,start,19019,2016-04-21 17:23:37+00:00,Validacion final,19019,111454,Variant 35,35,Fluxicon Disco
Validacion final,complete,19019,2016-04-21 17:23:37+00:00,Validacion final,19019,111454,Variant 35,35,Fluxicon Disco
Visto Bueno Cierre Proceso,complete,1007,2016-04-21 17:33:05+00:00,Visto Bueno Cierre Proceso,1007,111454,Variant 35,35,Fluxicon Disco
Cancelar Solicitud,start,677,2016-04-19 14:57:48+00:00,Cancelar Solicitud,677,111501,Variant 17,17,Fluxicon Disco
Cancelar Solicitud,complete,677,2016-04-19 15:05:48+00:00,Cancelar Solicitud,677,111501,Variant 17,17,Fluxicon Disco
Traer informacion estudiante - banner,start,2981,2016-04-19 16:27:51+00:00,Traer informacion estudiante - banner,2981,111501,Variant 17,17,Fluxicon Disco
Traer informacion estudiante - banner,complete,2981,2016-04-19 16:27:51+00:00,Traer informacion estudiante - banner,2981,111501,Variant 17,17,Fluxicon Disco
Radicar Solicitud Homologacion,start,2981,2016-04-19 16:27:56+00:00,Radicar Solicitud Homologacion,2981,111501,Variant 17,17,Fluxicon Disco
Radicar Solicitud Homologacion,complete,2981,2016-04-19 16:27:56+00:00,Radicar Solicitud Homologacion,2981,111501,Variant 17,17,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,677,2016-04-20 15:16:10+00:00,Notificacion estudiante cancelacion soli,677,111501,Variant 17,17,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,677,2016-04-20 15:16:10+00:00,Notificacion estudiante cancelacion soli,677,111501,Variant 17,17,Fluxicon Disco
Traer informacion estudiante - banner,start,19214,2016-04-19 21:44:45+00:00,Traer informacion estudiante - banner,19214,111551,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,19214,2016-04-19 21:44:45+00:00,Traer informacion estudiante - banner,19214,111551,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,19214,2016-04-19 21:44:53+00:00,Radicar Solicitud Homologacion,19214,111551,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,19214,2016-04-19 23:12:53+00:00,Radicar Solicitud Homologacion,19214,111551,Variant 2,2,Fluxicon Disco
Validar solicitud,start,448,2016-05-04 21:55:29+00:00,Validar solicitud,448,111551,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,448,2016-05-04 22:23:36+00:00,Validar solicitud,448,111551,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,7177,2016-05-11 16:07:05+00:00,Homologacion por grupo de cursos,7177,111551,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,7177,2016-05-11 18:06:08+00:00,Homologacion por grupo de cursos,7177,111551,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,11861,2016-04-19 22:29:09+00:00,Traer informacion estudiante - banner,11861,111651,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,11861,2016-04-19 22:29:09+00:00,Traer informacion estudiante - banner,11861,111651,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,11861,2016-04-19 22:29:13+00:00,Radicar Solicitud Homologacion,11861,111651,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,11861,2016-04-19 22:29:26+00:00,Radicar Solicitud Homologacion,11861,111651,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,22475,2016-04-19 22:42:16+00:00,Cancelar Solicitud,22475,111651,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,22475,2016-04-19 22:43:00+00:00,Cancelar Solicitud,22475,111651,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,22475,2016-04-19 23:26:35+00:00,Notificacion estudiante cancelacion soli,22475,111651,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,complete,22475,2016-04-19 23:26:35+00:00,Notificacion estudiante cancelacion soli,22475,111651,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,start,22560,2016-04-20 00:06:15+00:00,Traer informacion estudiante - banner,22560,111654,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,complete,22560,2016-04-20 00:06:15+00:00,Traer informacion estudiante - banner,22560,111654,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,start,22560,2016-04-20 00:06:18+00:00,Radicar Solicitud Homologacion,22560,111654,Variant 2,2,Fluxicon Disco
Radicar Solicitud Homologacion,complete,22560,2016-04-20 00:36:39+00:00,Radicar Solicitud Homologacion,22560,111654,Variant 2,2,Fluxicon Disco
Validar solicitud,start,261,2016-04-25 22:27:27+00:00,Validar solicitud,261,111654,Variant 2,2,Fluxicon Disco
Validar solicitud,complete,261,2016-04-25 23:15:59+00:00,Validar solicitud,261,111654,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,start,308,2016-05-03 22:59:47+00:00,Homologacion por grupo de cursos,308,111654,Variant 2,2,Fluxicon Disco
Homologacion por grupo de cursos,complete,308,2016-05-04 03:12:37+00:00,Homologacion por grupo de cursos,308,111654,Variant 2,2,Fluxicon Disco
Traer informacion estudiante - banner,start,11611,2016-04-20 01:02:34+00:00,Traer informacion estudiante - banner,11611,111655,Variant 4,4,Fluxicon Disco
Traer informacion estudiante - banner,complete,11611,2016-04-20 01:02:34+00:00,Traer informacion estudiante - banner,11611,111655,Variant 4,4,Fluxicon Disco
Radicar Solicitud Homologacion,start,11611,2016-04-20 01:02:37+00:00,Radicar Solicitud Homologacion,11611,111655,Variant 4,4,Fluxicon Disco
Radicar Solicitud Homologacion,complete,11611,2016-04-20 01:02:49+00:00,Radicar Solicitud Homologacion,11611,111655,Variant 4,4,Fluxicon Disco
Validar solicitud,start,1646,2016-04-20 01:15:04+00:00,Validar solicitud,1646,111655,Variant 4,4,Fluxicon Disco
Validar solicitud,complete,1646,2016-04-20 01:34:20+00:00,Validar solicitud,1646,111655,Variant 4,4,Fluxicon Disco
Homologacion por grupo de cursos,start,1646,2016-04-22 18:32:02+00:00,Homologacion por grupo de cursos,1646,111655,Variant 4,4,Fluxicon Disco
Revisar curso,start,49,2016-04-22 18:32:02+00:00,Revisar curso,49,111655,Variant 4,4,Fluxicon Disco
Revisar curso,complete,49,2016-04-22 18:36:38+00:00,Revisar curso,49,111655,Variant 4,4,Fluxicon Disco
Homologacion por grupo de cursos,complete,1646,2016-04-22 21:21:29+00:00,Homologacion por grupo de cursos,1646,111655,Variant 4,4,Fluxicon Disco
Evaluacion curso,start,1646,2016-04-23 01:08:45+00:00,Evaluacion curso,1646,111655,Variant 4,4,Fluxicon Disco
Evaluacion curso,complete,1646,2016-04-23 01:23:40+00:00,Evaluacion curso,1646,111655,Variant 4,4,Fluxicon Disco
Validar solicitud / pre-homologacion,start,1646,2016-04-27 00:04:06+00:00,Validar solicitud / pre-homologacion,1646,111655,Variant 4,4,Fluxicon Disco
Validar solicitud / pre-homologacion,complete,1646,2016-04-27 02:34:01+00:00,Validar solicitud / pre-homologacion,1646,111655,Variant 4,4,Fluxicon Disco
Radicar Solicitud Homologacion,start,19019,2016-04-19 21:13:24+00:00,Radicar Solicitud Homologacion,19019,111702,Variant 14,14,Fluxicon Disco
Radicar Solicitud Homologacion,complete,19019,2016-04-19 21:13:24+00:00,Radicar Solicitud Homologacion,19019,111702,Variant 14,14,Fluxicon Disco
Traer informacion estudiante - banner,start,1959,2016-04-20 11:48:23+00:00,Traer informacion estudiante - banner,1959,111751,Variant 1,1,Fluxicon Disco
Traer informacion estudiante - banner,complete,1959,2016-04-20 11:48:23+00:00,Traer informacion estudiante - banner,1959,111751,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,start,1959,2016-04-20 11:48:31+00:00,Radicar Solicitud Homologacion,1959,111751,Variant 1,1,Fluxicon Disco
Radicar Solicitud Homologacion,complete,1959,2016-04-20 11:48:31+00:00,Radicar Solicitud Homologacion,1959,111751,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,start,677,2016-04-20 12:53:44+00:00,Cancelar Solicitud,677,111751,Variant 1,1,Fluxicon Disco
Cancelar Solicitud,complete,677,2016-04-20 12:57:44+00:00,Cancelar Solicitud,677,111751,Variant 1,1,Fluxicon Disco
Notificacion estudiante cancelacion soli,start,677,2016-04-20 21:07:43+00:00,Notificacion estudiante cancelacion soli,677,111751,Variant 1,1,Fluxicon Disco
