Activity,lifecycle:transition_start,org:resource_start,Start Timestamp,Complete Timestamp,Resource,Case ID,case:variant_start,case:variant-index_start,case:creator_start,event_index_start,EventID,lifecycle:transition_complete,org:resource_complete,Unnamed: 14,Activity_complete,Resource_complete,case:variant_complete,case:variant-index_complete,case:creator_complete,event_index_complete,duration,duration_seconds,duration_ms,duration_hours,Activity_start
Validar solicitud,start,7297,2016-04-11 19:40:29,2016-04-11 19:59:57,7297,109213,Variant 18,18,Fluxicon Disco,0,109213_Validar solicitud_0,complete,7297,,Validar solicitud,7297,Variant 18,18,Fluxicon Disco,0,0 days 00:19:28,1168,1168000,0.324444444444444,Validar solicitud
Homologacion por grupo de cursos,start,7297,2016-04-14 01:09:08,2016-04-14 01:34:44,7297,109213,Variant 18,18,Fluxicon Disco,0,109213_Homologacion por grupo de cursos_0,complete,7297,,Homologacion por grupo de cursos,7297,Variant 18,18,Fluxicon Disco,0,0 days 00:25:36,1536,1536000,0.426666666666667,Homologacion por grupo de cursos
Cancelar curso,start,7297,2016-04-14 01:09:09,2016-04-14 01:34:45,7297,109213,Variant 18,18,Fluxicon Disco,0,109213_Cancelar curso_0,complete,7297,,Cancelar curso,7297,Variant 18,18,Fluxicon Disco,0,0 days 00:25:36,1536,1536000,0.426666666666667,Cancelar curso
Traer informacion estudiante - banner,start,7963,2016-04-11 23:08:08,2016-04-11 23:08:08,7963,109219,Variant 3,3,Fluxicon Disco,0,109219_Traer informacion estudiante - banner_0,complete,7963,,Traer informacion estudiante - banner,7963,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,7963,2016-04-11 23:08:09,2016-04-11 23:08:22,7963,109219,Variant 3,3,Fluxicon Disco,0,109219_Radicar Solicitud Homologacion_0,complete,7963,,Radicar Solicitud Homologacion,7963,Variant 3,3,Fluxicon Disco,0,0 days 00:00:13,13,13000,0.0036111111111111,Radicar Solicitud Homologacion
Validar solicitud,start,1707,2016-04-11 23:21:11,2016-04-11 23:49:24,1707,109219,Variant 3,3,Fluxicon Disco,0,109219_Validar solicitud_0,complete,1707,,Validar solicitud,1707,Variant 3,3,Fluxicon Disco,0,0 days 00:28:13,1693,1693000,0.470277777777778,Validar solicitud
Homologacion por grupo de cursos,start,15930,2016-04-15 17:35:06,2016-04-15 19:41:30,15930,109219,Variant 3,3,Fluxicon Disco,0,109219_Homologacion por grupo de cursos_0,complete,15930,,Homologacion por grupo de cursos,15930,Variant 3,3,Fluxicon Disco,0,0 days 02:06:24,7584,7584000,2.10666666666667,Homologacion por grupo de cursos
Revisar curso,start,1707,2016-04-15 17:35:06,2016-04-15 19:02:23,1707,109219,Variant 3,3,Fluxicon Disco,0,109219_Revisar curso_0,complete,1707,,Revisar curso,1707,Variant 3,3,Fluxicon Disco,0,0 days 01:27:17,5237,5237000,1.45472222222222,Revisar curso
Evaluacion curso,start,1707,2016-05-02 16:52:22,2016-05-02 17:15:29,1707,109219,Variant 3,3,Fluxicon Disco,0,109219_Evaluacion curso_0,complete,1707,,Evaluacion curso,1707,Variant 3,3,Fluxicon Disco,0,0 days 00:23:07,1387,1387000,0.385277777777778,Evaluacion curso
Validacion final,start,1707,2016-05-05 15:55:12,2016-05-05 15:55:12,1707,109219,Variant 3,3,Fluxicon Disco,0,109219_Validacion final_0,complete,1707,,Validacion final,1707,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validacion final
Visto Bueno Cierre Proceso,start,15930,2016-05-05 15:55:49,2016-05-05 16:11:49,15930,109219,Variant 3,3,Fluxicon Disco,0,109219_Visto Bueno Cierre Proceso_0,complete,15930,,Visto Bueno Cierre Proceso,15930,Variant 3,3,Fluxicon Disco,0,0 days 00:16:00,960,960000,0.266666666666667,Visto Bueno Cierre Proceso
Traer informacion estudiante - banner,start,22074,2016-04-12 00:00:10,2016-04-12 00:00:10,22074,109221,Variant 83,83,Fluxicon Disco,0,109221_Traer informacion estudiante - banner_0,complete,22074,,Traer informacion estudiante - banner,22074,Variant 83,83,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,22074,2016-04-12 00:00:11,2016-04-12 00:00:21,22074,109221,Variant 83,83,Fluxicon Disco,0,109221_Radicar Solicitud Homologacion_0,complete,22074,,Radicar Solicitud Homologacion,22074,Variant 83,83,Fluxicon Disco,0,0 days 00:00:10,10,10000,0.0027777777777777,Radicar Solicitud Homologacion
Validar solicitud,start,22404,2016-04-12 00:10:33,2016-04-12 00:12:22,22404,109221,Variant 83,83,Fluxicon Disco,0,109221_Validar solicitud_0,complete,22404,,Validar solicitud,22404,Variant 83,83,Fluxicon Disco,0,0 days 00:01:49,109,109000,0.0302777777777778,Validar solicitud
Homologacion por grupo de cursos,start,4560,2016-04-12 14:25:33,2016-04-12 14:28:40,4560,109221,Variant 83,83,Fluxicon Disco,0,109221_Homologacion por grupo de cursos_0,complete,4560,,Homologacion por grupo de cursos,4560,Variant 83,83,Fluxicon Disco,0,0 days 00:03:07,187,187000,0.0519444444444444,Homologacion por grupo de cursos
Validacion final,start,22404,2016-04-12 14:25:33,2016-04-12 14:25:33,22404,109221,Variant 83,83,Fluxicon Disco,0,109221_Validacion final_0,complete,22404,,Validacion final,22404,Variant 83,83,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validacion final
Visto Bueno Cierre Proceso,start,4560,2016-04-12 14:27:11,2016-04-12 14:30:18,4560,109221,Variant 83,83,Fluxicon Disco,0,109221_Visto Bueno Cierre Proceso_0,complete,4560,,Visto Bueno Cierre Proceso,4560,Variant 83,83,Fluxicon Disco,0,0 days 00:03:07,187,187000,0.0519444444444444,Visto Bueno Cierre Proceso
Transferir Creditos,start,4560,2016-04-12 19:07:24,2016-04-12 19:07:24,4560,109221,Variant 83,83,Fluxicon Disco,0,109221_Transferir Creditos_0,complete,4560,,Transferir Creditos,4560,Variant 83,83,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Transferir Creditos
Traer informacion estudiante - banner,start,1995,2016-04-11 17:11:44,2016-04-11 17:11:44,1995,109252,Variant 7,7,Fluxicon Disco,0,109252_Traer informacion estudiante - banner_0,complete,1995,,Traer informacion estudiante - banner,1995,Variant 7,7,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,1995,2016-04-11 17:11:47,2016-04-11 17:11:53,1995,109252,Variant 7,7,Fluxicon Disco,0,109252_Radicar Solicitud Homologacion_0,complete,1995,,Radicar Solicitud Homologacion,1995,Variant 7,7,Fluxicon Disco,0,0 days 00:00:06,6,6000,0.0016666666666666,Radicar Solicitud Homologacion
Cancelar Solicitud,start,1995,2016-04-11 17:17:50,2016-04-11 17:17:58,1995,109252,Variant 7,7,Fluxicon Disco,0,109252_Cancelar Solicitud_0,complete,1995,,Cancelar Solicitud,1995,Variant 7,7,Fluxicon Disco,0,0 days 00:00:08,8,8000,0.0022222222222222,Cancelar Solicitud
Validar solicitud,start,695,2016-04-11 17:17:50,2016-04-11 17:17:50,695,109252,Variant 7,7,Fluxicon Disco,0,109252_Validar solicitud_0,complete,695,,Validar solicitud,695,Variant 7,7,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validar solicitud
Notificacion estudiante cancelacion soli,start,1995,2016-04-11 17:26:46,2016-04-11 17:26:46,1995,109252,Variant 7,7,Fluxicon Disco,0,109252_Notificacion estudiante cancelacion soli_0,complete,1995,,Notificacion estudiante cancelacion soli,1995,Variant 7,7,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,1995,2016-04-11 17:18:50,2016-04-11 17:18:50,1995,109254,Variant 1,1,Fluxicon Disco,0,109254_Traer informacion estudiante - banner_0,complete,1995,,Traer informacion estudiante - banner,1995,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,1995,2016-04-11 17:18:51,2016-04-11 17:18:52,1995,109254,Variant 1,1,Fluxicon Disco,0,109254_Radicar Solicitud Homologacion_0,complete,1995,,Radicar Solicitud Homologacion,1995,Variant 1,1,Fluxicon Disco,0,0 days 00:00:01,1,1000,0.0002777777777777,Radicar Solicitud Homologacion
Cancelar Solicitud,start,1995,2016-04-11 17:20:44,2016-04-11 17:20:46,1995,109254,Variant 1,1,Fluxicon Disco,0,109254_Cancelar Solicitud_0,complete,1995,,Cancelar Solicitud,1995,Variant 1,1,Fluxicon Disco,0,0 days 00:00:02,2,2000,0.0005555555555555,Cancelar Solicitud
Notificacion estudiante cancelacion soli,start,1995,2016-04-11 17:23:37,2016-04-11 17:23:37,1995,109254,Variant 1,1,Fluxicon Disco,0,109254_Notificacion estudiante cancelacion soli_0,complete,1995,,Notificacion estudiante cancelacion soli,1995,Variant 1,1,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,1995,2016-04-11 17:26:56,2016-04-11 17:26:56,1995,109256,Variant 2,2,Fluxicon Disco,0,109256_Traer informacion estudiante - banner_0,complete,1995,,Traer informacion estudiante - banner,1995,Variant 2,2,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,1995,2016-04-11 17:26:57,2016-04-11 17:27:01,1995,109256,Variant 2,2,Fluxicon Disco,0,109256_Radicar Solicitud Homologacion_0,complete,1995,,Radicar Solicitud Homologacion,1995,Variant 2,2,Fluxicon Disco,0,0 days 00:00:04,4,4000,0.0011111111111111,Radicar Solicitud Homologacion
Validar solicitud,start,695,2016-04-11 17:31:37,2016-04-11 19:33:26,695,109256,Variant 2,2,Fluxicon Disco,0,109256_Validar solicitud_0,complete,695,,Validar solicitud,695,Variant 2,2,Fluxicon Disco,0,0 days 02:01:49,7309,7309000,2.03027777777778,Validar solicitud
Homologacion por grupo de cursos,start,26756,2016-05-02 19:21:17,2016-05-02 19:45:55,26756,109256,Variant 2,2,Fluxicon Disco,0,109256_Homologacion por grupo de cursos_0,complete,26756,,Homologacion por grupo de cursos,26756,Variant 2,2,Fluxicon Disco,0,0 days 00:24:38,1478,1478000,0.410555555555556,Homologacion por grupo de cursos
Traer informacion estudiante - banner,start,8749,2016-04-11 19:46:10,2016-04-11 19:46:10,8749,109262,Variant 3,3,Fluxicon Disco,0,109262_Traer informacion estudiante - banner_0,complete,8749,,Traer informacion estudiante - banner,8749,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8749,2016-04-11 19:46:11,2016-04-11 19:50:24,8749,109262,Variant 3,3,Fluxicon Disco,0,109262_Radicar Solicitud Homologacion_0,complete,8749,,Radicar Solicitud Homologacion,8749,Variant 3,3,Fluxicon Disco,0,0 days 00:04:13,253,253000,0.0702777777777778,Radicar Solicitud Homologacion
Validar solicitud,start,943,2016-04-12 03:29:36,2016-04-12 04:18:20,943,109262,Variant 3,3,Fluxicon Disco,0,109262_Validar solicitud_0,complete,943,,Validar solicitud,943,Variant 3,3,Fluxicon Disco,0,0 days 00:48:44,2924,2924000,0.812222222222222,Validar solicitud
Homologacion por grupo de cursos,start,26767,2016-04-20 16:44:41,2016-04-20 16:49:48,26767,109262,Variant 3,3,Fluxicon Disco,0,109262_Homologacion por grupo de cursos_0,complete,26767,,Homologacion por grupo de cursos,26767,Variant 3,3,Fluxicon Disco,0,0 days 00:05:07,307,307000,0.0852777777777778,Homologacion por grupo de cursos
Revisar curso,start,943,2016-04-20 16:44:41,2016-04-20 16:44:42,943,109262,Variant 3,3,Fluxicon Disco,0,109262_Revisar curso_0,complete,943,,Revisar curso,943,Variant 3,3,Fluxicon Disco,0,0 days 00:00:01,1,1000,0.0002777777777777,Revisar curso
Evaluacion curso,start,7314,2016-04-20 16:46:09,2016-04-20 16:49:22,7314,109262,Variant 3,3,Fluxicon Disco,0,109262_Evaluacion curso_0,complete,7314,,Evaluacion curso,7314,Variant 3,3,Fluxicon Disco,0,0 days 00:03:13,193,193000,0.0536111111111111,Evaluacion curso
Validacion final,start,943,2016-04-20 20:12:31,2016-04-20 20:12:31,943,109262,Variant 3,3,Fluxicon Disco,0,109262_Validacion final_0,complete,943,,Validacion final,943,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validacion final
Visto Bueno Cierre Proceso,start,26767,2016-04-20 21:19:17,2016-04-20 21:21:09,26767,109262,Variant 3,3,Fluxicon Disco,0,109262_Visto Bueno Cierre Proceso_0,complete,26767,,Visto Bueno Cierre Proceso,26767,Variant 3,3,Fluxicon Disco,0,0 days 00:01:52,112,112000,0.0311111111111111,Visto Bueno Cierre Proceso
Traer informacion estudiante - banner,start,8475,2016-04-12 00:29:06,2016-04-12 00:29:06,8475,109264,Variant 84,84,Fluxicon Disco,0,109264_Traer informacion estudiante - banner_0,complete,8475,,Traer informacion estudiante - banner,8475,Variant 84,84,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,8475,2016-04-12 00:29:07,2016-04-12 00:29:19,8475,109264,Variant 84,84,Fluxicon Disco,0,109264_Radicar Solicitud Homologacion_0,complete,8475,,Radicar Solicitud Homologacion,8475,Variant 84,84,Fluxicon Disco,0,0 days 00:00:12,12,12000,0.0033333333333333,Radicar Solicitud Homologacion
Validar solicitud,start,1646,2016-04-12 00:41:54,2016-04-12 01:49:32,1646,109264,Variant 84,84,Fluxicon Disco,0,109264_Validar solicitud_0,complete,1646,,Validar solicitud,1646,Variant 84,84,Fluxicon Disco,0,0 days 01:07:38,4058,4058000,1.12722222222222,Validar solicitud
Homologacion por grupo de cursos,start,12535,2016-04-22 18:20:05,2016-04-23 00:32:53,12535,109264,Variant 84,84,Fluxicon Disco,0,109264_Homologacion por grupo de cursos_0,complete,12535,,Homologacion por grupo de cursos,12535,Variant 84,84,Fluxicon Disco,0,0 days 06:12:48,22368,22368000,6.21333333333333,Homologacion por grupo de cursos
Recepcion de documentos,start,26789,2016-04-22 18:20:05,2016-04-22 19:09:03,26789,109264,Variant 84,84,Fluxicon Disco,0,109264_Recepcion de documentos_0,complete,26789,,Recepcion de documentos,26789,Variant 84,84,Fluxicon Disco,0,0 days 00:48:58,2938,2938000,0.816111111111111,Recepcion de documentos
Revisar curso,start,1646,2016-04-22 18:20:06,2016-04-22 18:20:07,1646,109264,Variant 84,84,Fluxicon Disco,0,109264_Revisar curso_0,complete,1646,,Revisar curso,1646,Variant 84,84,Fluxicon Disco,0,0 days 00:00:01,1,1000,0.0002777777777777,Revisar curso
Evaluacion curso,start,10665,2016-04-22 18:21:40,2016-04-22 18:34:48,10665,109264,Variant 84,84,Fluxicon Disco,0,109264_Evaluacion curso_0,complete,10665,,Evaluacion curso,10665,Variant 84,84,Fluxicon Disco,0,0 days 00:13:08,788,788000,0.218888888888889,Evaluacion curso
Validar solicitud / pre-homologacion,start,1646,2016-04-26 01:29:57,2016-04-26 04:07:28,1646,109264,Variant 84,84,Fluxicon Disco,0,109264_Validar solicitud / pre-homologacion_0,complete,1646,,Validar solicitud / pre-homologacion,1646,Variant 84,84,Fluxicon Disco,0,0 days 02:37:31,9451,9451000,2.62527777777778,Validar solicitud / pre-homologacion
Validacion final,start,1646,2016-05-24 23:01:38,2016-05-25 02:15:00,1646,109264,Variant 84,84,Fluxicon Disco,0,109264_Validacion final_0,complete,1646,,Validacion final,1646,Variant 84,84,Fluxicon Disco,0,0 days 03:13:22,11602,11602000,3.22277777777778,Validacion final
Visto Bueno Cierre Proceso,start,12535,2016-06-30 00:24:00,2016-06-30 00:32:44,12535,109264,Variant 84,84,Fluxicon Disco,0,109264_Visto Bueno Cierre Proceso_0,complete,12535,,Visto Bueno Cierre Proceso,12535,Variant 84,84,Fluxicon Disco,0,0 days 00:08:44,524,524000,0.145555555555556,Visto Bueno Cierre Proceso
Transferir Creditos,start,12535,2016-07-01 01:08:41,2016-07-01 01:08:41,12535,109264,Variant 84,84,Fluxicon Disco,0,109264_Transferir Creditos_0,complete,12535,,Transferir Creditos,12535,Variant 84,84,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Transferir Creditos
Transferir creditos homologables,start,12535,2016-07-01 01:08:41,2016-07-01 01:08:41,12535,109264,Variant 84,84,Fluxicon Disco,2,109264_Transferir creditos homologables_2,complete,12535,,Transferir creditos homologables,12535,Variant 84,84,Fluxicon Disco,2,0 days 00:00:00,0,0,0.0,Transferir creditos homologables
Transferir creditos homologables,start,12535,2016-07-01 01:08:41,2016-07-01 01:08:41,12535,109264,Variant 84,84,Fluxicon Disco,0,109264_Transferir creditos homologables_0,complete,12535,,Transferir creditos homologables,12535,Variant 84,84,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Transferir creditos homologables
Transferir creditos homologables,start,12535,2016-07-01 01:08:41,2016-07-01 01:08:41,12535,109264,Variant 84,84,Fluxicon Disco,1,109264_Transferir creditos homologables_1,complete,12535,,Transferir creditos homologables,12535,Variant 84,84,Fluxicon Disco,1,0 days 00:00:00,0,0,0.0,Transferir creditos homologables
Traer informacion estudiante - banner,start,17525,2016-04-12 01:11:33,2016-04-12 01:11:33,17525,109301,Variant 3,3,Fluxicon Disco,0,109301_Traer informacion estudiante - banner_0,complete,17525,,Traer informacion estudiante - banner,17525,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,17525,2016-04-12 01:11:37,2016-04-12 01:20:25,17525,109301,Variant 3,3,Fluxicon Disco,0,109301_Radicar Solicitud Homologacion_0,complete,17525,,Radicar Solicitud Homologacion,17525,Variant 3,3,Fluxicon Disco,0,0 days 00:08:48,528,528000,0.146666666666667,Radicar Solicitud Homologacion
Validar solicitud,start,2292,2016-04-13 04:09:46,2016-04-13 04:13:46,2292,109301,Variant 3,3,Fluxicon Disco,0,109301_Validar solicitud_0,complete,2292,,Validar solicitud,2292,Variant 3,3,Fluxicon Disco,0,0 days 00:04:00,240,240000,0.0666666666666667,Validar solicitud
Homologacion por grupo de cursos,start,7387,2016-04-13 21:07:45,2016-04-13 21:11:45,7387,109301,Variant 3,3,Fluxicon Disco,0,109301_Homologacion por grupo de cursos_0,complete,7387,,Homologacion por grupo de cursos,7387,Variant 3,3,Fluxicon Disco,0,0 days 00:04:00,240,240000,0.0666666666666667,Homologacion por grupo de cursos
Revisar curso,start,2292,2016-04-13 21:07:46,2016-04-13 21:07:46,2292,109301,Variant 3,3,Fluxicon Disco,0,109301_Revisar curso_0,complete,2292,,Revisar curso,2292,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Revisar curso
Evaluacion curso,start,2292,2016-04-13 21:08:53,2016-04-13 21:08:53,2292,109301,Variant 3,3,Fluxicon Disco,0,109301_Evaluacion curso_0,complete,2292,,Evaluacion curso,2292,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Evaluacion curso
Validacion final,start,2292,2016-04-13 21:12:10,2016-04-13 21:12:10,2292,109301,Variant 3,3,Fluxicon Disco,0,109301_Validacion final_0,complete,2292,,Validacion final,2292,Variant 3,3,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Validacion final
Visto Bueno Cierre Proceso,start,7387,2016-04-13 21:12:34,2016-04-13 21:16:34,7387,109301,Variant 3,3,Fluxicon Disco,0,109301_Visto Bueno Cierre Proceso_0,complete,7387,,Visto Bueno Cierre Proceso,7387,Variant 3,3,Fluxicon Disco,0,0 days 00:04:00,240,240000,0.0666666666666667,Visto Bueno Cierre Proceso
Traer informacion estudiante - banner,start,17965,2016-04-12 04:57:44,2016-04-12 04:57:44,17965,109401,Variant 5,5,Fluxicon Disco,0,109401_Traer informacion estudiante - banner_0,complete,17965,,Traer informacion estudiante - banner,17965,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,17965,2016-04-12 04:57:49,2016-04-12 04:57:49,17965,109401,Variant 5,5,Fluxicon Disco,0,109401_Radicar Solicitud Homologacion_0,complete,17965,,Radicar Solicitud Homologacion,17965,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Radicar Solicitud Homologacion
Notificacion estudiante cancelacion soli,start,1,2016-04-21 00:24:01,2016-04-21 00:24:01,1,109401,Variant 5,5,Fluxicon Disco,0,109401_Notificacion estudiante cancelacion soli_0,complete,1,,Notificacion estudiante cancelacion soli,1,Variant 5,5,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Notificacion estudiante cancelacion soli
Traer informacion estudiante - banner,start,18317,2016-04-12 15:39:27,2016-04-12 15:39:27,18317,109452,Variant 7,7,Fluxicon Disco,0,109452_Traer informacion estudiante - banner_0,complete,18317,,Traer informacion estudiante - banner,18317,Variant 7,7,Fluxicon Disco,0,0 days 00:00:00,0,0,0.0,Traer informacion estudiante - banner
Radicar Solicitud Homologacion,start,18317,2016-04-12 15:39:30,2016-04-12 16:20:43,18317,109452,Variant 7,7,Fluxicon Disco,0,109452_Radicar Solicitud Homologacion_0,complete,18317,,Radicar Solicitud Homologacion,18317,Variant 7,7,Fluxicon Disco,0,0 days 00:41:13,2473,2473000,0.686944444444445,Radicar Solicitud Homologacion
Cancelar Solicitud,start,18317,2016-04-19 17:13:40,2016-04-19 21:52:26,18317,109452,Variant 7,7,Fluxicon Disco,0,109452_Cancelar Solicitud_0,complete,18317,,Cancelar Solicitud,18317,Variant 7,7,Fluxicon Disco,0,0 days 04:38:46,16726,16726000,4.64611111111111,Cancelar Solicitud
